,Hora_Ini,Hora_Ini_E,Recur,Per_hog,Turismos,Sexo,Edad,crnt_tur,Income,Income_Percentile,O_long,O_lat,D_long,D_lat,drive_tt,distance,walk_tt,transit_tt_gm,Tipo_familia,Mun_Ori,Mun_Des,prediction
0,11:30,139,99,2,3,1,3,1,21297.335,1,-2.002631966036857,43.29302694441533,-2.033693,43.256347,9.162283333333333,5741.743,98.0522,28.0808,6,69,67,Car
1,17:30,211,22,2,3,2,5,1,25718.91,3,-1.992632996842891,43.24615389747962,-2.033693,43.256347,8.0342,4047.095,78.34263333333334,30.412000000000003,4,69,67,Car
2,06:00,73,22,2,2,1,4,1,21489.35,1,-2.0693571318857917,43.26823367267177,-2.033693,43.256347,11.455733333333335,6891.27,68.97651666666667,41.333600000000004,6,69,67,Car
3,16:45,202,22,2,2,1,5,1,25069.96,3,-1.9926733962093168,43.24600435262818,-2.033693,43.256347,8.0342,4047.095,78.34263333333334,30.412000000000003,4,69,67,Car
4,16:00,193,22,2,2,2,5,2,22182.27,1,-2.0457630560774067,43.27076687420903,-2.033693,43.256347,8.389616666666667,4829.77,64.1589,18.3224,2,69,67,PT
5,16:00,193,22,2,2,2,6,1,22590.46,2,-2.071718089033713,43.27374940910328,-2.033693,43.256347,11.553066666666666,8122.302,84.39868333333334,24.253600000000002,4,69,67,PT
6,18:30,223,23,2,2,1,6,1,25864.41,3,-2.0129268680618315,43.270584693812815,-2.033693,43.256347,4.43675,3119.471,57.94693333333333,27.575200000000002,2,69,67,Car
7,08:00,97,22,1,2,1,5,1,25210.22,3,-2.0164950904860515,43.22644602737847,-2.033693,43.256347,6.80335,5028.906,106.56525,34.0632,1,69,67,PT
8,15:00,181,22,1,2,1,4,1,24675.31,3,-2.017460568977011,43.27068944076826,-2.033693,43.256347,3.5144333333333337,2626.251,46.15465,20.2664,3,69,67,PT
9,19:00,229,23,1,1,1,5,2,23126.5,2,-2.017440110928024,43.27019606676192,-2.033693,43.256347,3.5144333333333337,2626.251,46.15465,20.2664,1,69,67,PT
10,16:00,193,22,2,2,2,5,2,22182.27,1,-1.988008046338933,43.254352178392615,-2.033693,43.256347,10.091783333333332,4305.957,84.08016666666667,32.208,2,69,67,Car
11,16:00,193,22,2,2,2,5,2,22182.27,1,-1.9920998707745765,43.24679421937674,-2.033693,43.256347,8.1139,4078.977,78.69218333333333,32.035199999999996,2,69,67,PT
12,05:30,67,22,2,3,1,3,1,24412.785,3,-2.014060700289333,43.26934294336307,-2.033693,43.256347,3.50285,2745.891,52.30136666666667,24.2088,6,69,67,Car
13,18:30,223,23,2,2,1,6,1,25864.41,3,-2.011724845291346,43.2697684494455,-2.033693,43.256347,4.149066666666666,3004.382,56.60955,26.777600000000003,2,69,67,Car
14,13:30,163,22,1,2,2,5,1,21388.620000000003,1,-2.010849015452816,43.27310270484927,-2.033693,43.256347,4.825699999999999,3275.044,60.73201666666667,26.2784,5,69,67,PT
15,17:00,205,99,2,1,1,4,2,21338.35,1,-1.992878957332912,43.2465901990853,-2.033693,43.256347,7.985816666666667,4027.737,77.94395,30.3408,2,69,67,PT
16,18:00,217,22,2,2,2,5,1,21756.57,1,-2.0726247342286768,43.27437412715942,-2.033693,43.256347,11.031683333333332,8003.33,82.82115,24.625600000000002,4,69,67,PT
17,17:00,205,22,2,3,2,3,1,23969.435,2,-1.9793344742757184,43.26965704117999,-2.033693,43.256347,11.147866666666665,5824.774,107.00188333333334,28.192000000000004,2,69,67,PT
18,18:45,226,22,1,2,1,4,1,27197.56,4,-2.049487861547299,43.27418426301247,-2.033693,43.256347,9.328366666666666,5205.275,66.53968333333333,23.844800000000003,1,69,67,Car
19,15:00,181,22,1,2,2,4,1,23692.86,2,-2.0071061710208804,43.27172908116035,-2.033693,43.256347,5.01285,3349.902,68.06981666666667,33.608,3,69,67,PT
20,17:30,211,22,2,3,2,5,1,25718.91,3,-1.9806977196408213,43.260550970083145,-2.033693,43.256347,8.414483333333333,5208.986,97.52186666666667,31.8288,4,69,67,Car
21,18:30,223,23,2,2,1,6,1,25864.41,3,-2.022952231520385,43.22066788388831,-2.033693,43.256347,5.924216666666666,4683.504,125.84173333333334,22.627200000000002,2,69,67,PT
22,05:10,63,23,2,2,1,6,1,24269.22,3,-1.985243960235284,43.253619188581496,-2.033693,43.256347,10.372549999999999,4418.273,88.93698333333333,39.19200000000001,2,69,67,Car
